,label,tweet,label_id,clean_teks
2731,anger,"Ternyata banyak fans kpop dadakan ya, mending lisa gakusah kesini aja klo gini caranya, tnpa dipromosikan psti bnyk jg kok yg dtg ke fanmeetingnya lisa, aku ksel kak liatnya [USERNAME]",0,fans kpop dada ya mending lisa gakusah kesini gin promosi fanmeetingnya lisa ksel kak liat username
2732,love,"Hari ini adalah hari yang sangat sunyi bagiku, pagi menjelang siang dan sore menjelang malam. Begitu juga sebaliknya, tiada hentinya aku tuk memikirkan mu, dan entah mengapa? Mengapa kita harus bersaudara? Apa alasanmu tuhan!? Tapi aku sadar, sadar bahwa cinta itu buta",3,sunyi bagi pagi jelang siang sore jelang malam tiada henti tuk pikir mu saudara alas tuhan sadar sadar cinta buta
2733,fear,[AskMF] kenapa ya gua takut banget kalo mau ngmg atau muncul di grup gituuuu. Bener2 panik gituu kalo harus muncul di grup. Gimana cara ngehilangin nya ya,1,askmf ya takut omong muncul grup gituuuu panik gituu muncul grup gimana ngehilangin nya ya
2734,love,"Saya taKan raguKan besarNya kasih sayang Tuhan yg telah diberiKanNya kepada saya,walau momen sulit yg harus saya hadapi dalam hidup ini. Karna saat cahaya dalam hati kita mulai redup,hanya kasih Sayang dari mereka yg mencintai kita, yg mampu menjadi lentera tuk menerangiNya kembali",3,tak ragu besar kasih sayang tuhan sayawalau momen sulit hadap hidup cahaya hati reduphanya kasih sayang cinta lentera tuk terang
2735,love,KEKAL. SAYANG DENGARKAN LAH SYAIR KAU TULIS KU LAGU KAN. MOGA JADI SIULAN SATU MASA DAN MOGA ENGKAUKAN TERSENYUM DENGAN IRAMA INDAH HANYA ITU YANG MAMPUKU BERI.,3,kekal sayang dengar syair tulis ku lagu moga siul moga engkau senyum irama indah mampu
2736,happy,"Dan untuk para tamu sekalian terimakasih sudah ikut acara ini, mohon maaf mention kalian tidak dapat gua jawab satu persatu dikarenakan menjauhi dari limit. Terimakasih dan selamat malam Salam sayang",2,tamu terimakasih acara mohon maaf mention satu jauh limit terimakasih selamat malam salam sayang
2737,fear,Gatau sejak kapan tiap dengerin kucing ngeong sama anjing melolong malem2 selalu ngebayangin ada 'sesuatu' di luar -_- dan bikin gaberani bangun,1,dengerin kucing ngeong anjing lolong malam ngebayangin bikin gaberani bangun
2738,sadness,macetnya mantap #parkir,4,macet mantap parkir
2739,anger,"Apakah mereka tidak pernah belajar akan dampak negatif omongan besar dan kata2 kasar? Dulu pernah ada politisi menyebut Jokowi ""sinting"" karena mengemukakan gagasan Hari Santri. Ucapan bodoh ini ternyata menyumbang besar bagi kemenangan Presiden [USERNAME] dalam Pilpres 2014",0,ajar dampak negatif omong kasar politis sebut jokowi sinting muka gagas santri ucap bodoh sumbang menang presiden username pilpres
2740,fear,"Masi ga ngerti kenapa bisa takut ketinggian :') padahal dulu doyan manjat pohon depan rumah. Skrg liat ke asrama lt dasar aja ogah, apalagi ganti lampu begini T-T",1,mas ngerti takut tinggi suka manjat pohon rumah liat asrama lt dasar ogah ganti lampu tt
2741,sadness,"[USERNAME] Lutut lemes, melongo kaya org angong terus nangis tiba2, pengen jerit gak bisa2, pokoknya kesel sekesel keselnya sama diri sendiri, capek banget sampe jantung sesek, dan itu terjadi berkali2 sampe 7th lamanya :"")))) padahal pacar jga bukan wkwk",4,username lutut lemas longo kaya orang angong nang jerit pokok kesal sekesel kesel capai jantung sesak kali th pacar wkwk
2742,sadness,"[USERNAME] Sayang bgt gitu padahal vocal dia cocok buat energetic tpi yasudah lah Semoga aja my bby goeun selamat dan bisa nunjukin vocalnya dia di concept eval :"")",4,username sayang vocal cocok energetic yasudah moga my bby goeun selamat nunjukin vocalnya concept eval
2743,fear,"[USERNAME] kalau untuk barang elektronik gitu gimana? kadang takut mau buang headset dan baterai ke tempat sampah. soalnnya kan bahaya...trs sama botol spray, katanya bisa meledak di suhu yg tinggi..",1,username barang elektronik gimana kadang takut buang headset baterai sampah soalnnya bahayatrs botol spray ledak suhu
2744,fear,"[USERNAME] Lagi main di rumah temen tuh. Pas pipis liat cd udah merah gitu. Langsung izin pulang bilangnya mendadak sakit Pas sampe rumah bilang, ""itu""kakak berdarah mah. Takut. Soalnya emang pas main jatuh. Pas diliat dibilang mens. Hue besoknya pe",1,username main rumah teman tuh pas pipis liat cd merah langsung izin pulang bilang dadak sakit pas rumah bilang itukakak darah mah takut pas main jatuh pas liat bilang mens hue besok pe
2745,sadness,"Udah lama nih ga ada chat yang isinya""selamat bobo sayang, "".semoga mimpi indah yah..good night"".. Kalo diinget-inget, terakhir kali dapet chat kaya gitu teh, pas zaman sangkuriang najong parahu...",4,nih chat isinyaselamat tidur sayang moga mimpi indah yahgood night diingetinget kali chat kaya teh pas zaman sangkuriang najong parahu
2746,happy,"Rajin hadirkan diri dgn majlis ilmu, supaya kita blh mantapkan lagi diri kita. Ilmu akan jd perisai diri kita. Ilmu dan akhlak kena seiring. . Jgn lupa selalu berdoa yang baik.. utk diri sendiri dan org lain. . Trus istiqamah menuju ke arah kebaikan",2,rajin hadir majlis ilmu mantap ilmu perisai ilmu akhlak kena iring lupa doa orang istiqamah arah baik
2747,sadness,"Tak perlu iri,kita punya sepi sendiri-sendiri. Jika hidup orang tampak meriah,itu karena sepi dirayakan dengan mewah. - Adimas Imanuel [URL]",4,irikita sepi sendirisendiri hidup orang meriahitu sepi raya mewah adimas imanuel url
2748,happy,"Suka point Prof. Suteki "" kita tau bahwa puncak tertinggi Pancasila adalah Ketuhanan Yang Maha Esa, sdgkan kita tau bahwa salah satu petinggi BPIP pnh menyampaikan dlm pidatonya yg viral ttg keraguannya akan hari akhir"" Nampol banget.. #ILCBPIP #2019GantiPresiden",2,suka point prof suteki puncak tinggi pancasila tuhan maha esa sdgkan salah petinggi bpip pnh pidato viral ragu nampol ilcbpip gantipresiden
2749,sadness,"Begitu tersadar bahwa kita menceritakan mereka bagaikan mantan pacar, kita tertawa menggerutu bersama, sebab mereka hanyalah sebatas mantan calon pacar.",4,sadar cerita mantan pacar tertawa gerutu batas mantan calon pacar
2750,fear,/rlt kalian yang cewe kalo sekelas sama pacar kalian trus lu lagi nyeri dapet pengen dihibur apa gmn? Cewe gue tadi malah gue ajak main onet di hp dia mendem marah kali ya?,1,rlt cewek kelas pacar nyeri hibur cewek ajak main onet hp mendem marah kali ya
2751,fear,"Fans mana pun yang benci sama 'Curry' bakalan ttp ngakuin 3 points nya bahaya bgt Mau ngelempar dr mana pun kemungkinan bola masuknya itu 99,99%",1,fans benci curry ngakuin points nya bahaya ngelempar bola masuk
2752,love,Kalo lagi sayang ya sayang pisan Kalo lagi manja ya manja pisan Kalo lagi aleman ya aleman pisan Kalo lagi ngambek ya ngambek pisan Kalo lagi koplak ya jangan ditanyaa ya gaes dia koplak melebihi aku,3,sayang ya sayang pis manja ya manja pis alem ya alem pis marah ya marah pis koplak ya ditanyaa ya gaes koplak lebih
2753,love,[USERNAME] gue sayang banget banget banget kenapa ya kalo sama iKON baru kali ini rasanya ngestan yang bener bener sayang banget tapi kek kerasa disayaaaang balik banget sama merekanya. jadi aku makin sayang dan gabisa lepas. GIMANA JELASINNYA YA TAPI,3,username sayang ya ikon kali ngestan sayang kek rasa disayaaaang mereka sayang lepas gimana jelasinnya ya
2754,happy,Selamat ulang tahun sayang [USERNAME] #HAPPY_BAEKHO_DAY,2,selamat ulang sayang username happy baekho day
2755,love,"[USERNAME] Couple saya juga ga pernah manggil saya 'sayang', tapi dari sikapnya saya bisa tau kalo dia sayang sama saya. Coba liat rasa sayang dia dari cara dia memperlakukan kamu, bukan dari seberapa sering dia manggil kamu dengan sebutan 'sayang'.",3,username couple panggil sayang sikap sayang coba liat sayang laku panggil sebut sayang
2756,fear,"Deg degan tuh lgsng gua. Gua lgsng wa cowo gua kan ya,gua ngabarin kalo sikring rumah gua kayak ada yg nurunun,trs gua takut. Eh ternyata cuman ceklis 1 doang. Trs gua makin takut tuh ya lampu ga nyala2,gada yg bisa gua hubungin",1,deg degan tuh langsung langsung cowok yagua ngabarin sikring rumah nurununtrs takut eh ceklis takut tuh ya lampu nyalagada hubungin
2757,love,Lagi suka. Tapi takut mau follow. Gapunya kontaknya pula. Dan bidadari ini main askfm. Jadilah keseharianku kugunakan untuk nanya2 pake mode anonymously. Haha,3,suka takut follow kontak bidadari main askfm hari guna pakai mode anonymously haha
2758,fear,"Jinhyuk menunduk, menatap sepatunya. Merasa takut untuk membalas permintaan sang puan. ""M-maaf, saya tidak membawa alat lukis saat ini..."" [URL]",1,jinhyuk tunduk tatap sepatu takut balas minta sang puan mmaaf bawa alat lukis url
2759,sadness,"Rencana : mau bagi makanan ke para tetangga karena mendekati hari raya. Oke, tradisi ""ater - ater"" (kalo dirumah) Realita : katanya ""disini, nggak ada kebiasaan kayak begitu......"" Krik krik Berakhir dengan, *yaudah kasih ke yang mau aja deh ntar kalo mau buka puasa* ",4,rencana makan tetangga dekat raya oke tradisi ater ater rumah realita biasa krik krik yaudah kasih deh buka puasa
2760,sadness,"Oh ya, sebelum gue cerita ke si Alda, dia udah bilang kalo mau dengerin cerita gue. Jangan khawatir sendirian. Dan yang gue dapetin, setelah gue cerita panjang lebar sampe DM nggak muat, dia bales dengan pertanyaan lagi, itupun singkat dan bikin gue merasa tersudut.",4,oh ya cerita si alda bilang dengerin cerita khawatir cerita lebar dm muat balas itu singkat bikin sudut
2761,sadness,"Yuk, akhirnya msk minggu awal bln Juni 2018. Ga terasa udh setengah thn aj. Ternyata bnyak target yg blm terealisasi sampai skr. Hrs belajar displin &amp",4,yuk masuk minggu juni target realisasi ajar displin amp
2762,fear,[USERNAME] Gak pernah dan gak akan pernah percaya sama aplikasi macem itu. Kayak yang baca artikel terus dapet duit juga. Itu kita masukin data pribadi dan no. rek juga kan? Bahaya gak sih. Jangan mudah tergiur sama hal-hal gini deh..,1,username percaya aplikasi macem baca artikel duit masukin data pribadi no rek bahaya sih mudah giur halhal gin deh
2763,happy,"gw suka, gw mau ktmu, gw ntn konser sndrian no prob yg penting di dalem gw have fun.",2,suka ketemu nonton konser sndrian no prob have fun
2764,love,"Ritual kalo mau tidur nyanyi lagu sayang kaka Ani, sayang mamak, sayang bapa, sayang oppung, sayang abang Gio, sayang tua Gio, sayang Tua Winda (Nyebutin semua anggota keluarga besar) Namamu selalu duluan disebut dek",3,ritual tidur nyanyi lagu sayang kakak ani sayang mamak sayang bapa sayang oppung sayang abang gio sayang tua gio sayang tua winda nyebutin anggota keluarga nama duluan dek
2765,happy,"Subhanalloh ,ternyata neng cantik ini adalah kader NU yang aktif juga di IPPNU,mudahhan menjadi kader yang militan untuk NU yang selalu menjaga marwah organisasi."" #JayalahNU",2,subhanalloh neng cantik kader nu aktif ippnumudahhan kader militan nu jaga marwah organisasi jayalahnu
2766,fear,"Nah, td kebelulan setorannya ke bpd rumah sakit karna trauma kejadian di bpd cabang. tp ternyata ketemunya itu satpam kurang ajar. udh ngeper duluan takut ingin ku berlari saja rasanya.",1,tadu bulan setor bpd rumah sakit trauma jadi bpd cabang ketemu satpam ajar ngeper duluan takut ku lari
2767,sadness,"[USERNAME] [USERNAME] [USERNAME] Pmarahan Muhammad bin Salman, Tak Sudi Temui Amien Rais Cs. Sungguh memalukan, bahkan para politisi ini mdpt cibiran dari kalangan istana di Riyadh, Saudi Arabia. [URL] [URL]",4,username username username pmarahan muhammad bin salman sudi temu amien rais cs sungguh malu politis cibir kalang istana riyadh saudi arabia url url
2768,happy,Diam diam dia suka day6 masa.. Sumpah aku gak racunin kok wkwk. Kuy lah nonton Youth bareng! *halu tingkat provinsi,2,diam diam suka day sumpah racunin wkwk ayo nonton youth bareng halu tingkat provinsi
2769,happy,Ok fix selesai 100 persen Bye bye bye harapan indah Thks all team Semoga cepat dapat proyek baru Aminn,2,oke fix selesai persen bye bye bye harap indah terima kasih all team moga cepat proyek aminn
2770,anger,"Sesama cewek, yg anggep cewek lain yg speak up against any sexual harassment itu sbg kelakuan norak, sgt dipertanyakan dimana sisterhoodnya. Klo anda sering dilecehkan dan menerima sbg biasa aja, ya itu kan anda yg ga pny harga diri, blm tentu cewek lain berpikiran kyk anda kan",0,cewek anggep cewek speak up against any sexual harassment laku norak mana sisterhoodnya leceh terima ya harga cewek pikir
2771,fear,"[askmf] abis baca menfess ini, aku sbg calon anak rantau ngerasa takut, minder, kalo temen2 disana diam2 ngerasa kesal dengan logat aku/ karena aku masih sering nyampur bahasa :( [URL]",1,askmf abis baca menfess calon anak rantau takut minder teman sana diam kesal logat nyampur bahasa url
2772,anger,"[USERNAME] [USERNAME] [USERNAME] Lha itu bang haji yg sy heran,kok semuanya di tumpahkan salahnya ke pak president,penyakitnya apa segitu akutnya ya...",0,username username username lha bang haji herankok tumpah salah presidentpenyakitnya segitu akut ya
2773,anger,"Ade : mas udah makan? Gw : (wah tumben nanyain) belom, makan aja duluan Ade : maksudnya kucingnya udah makan apa belom Gw : et lu liat aje sono tempat makannya. Memang memang",0,ade mas makan nanyain makan duluan ade maksud kucing makan et liat sono makan
2774,sadness,"Rambut diacak acak kagak suka, hati diacak acak dibiarin aja.",4,rambut acak acak suka hati acak acak dibiarin
2775,anger,Aku hanya berfikir bahwa selama dia tersenyum berarti dia bahagia. Aku tak pernah berfikir bahwa ternyata dia mencoba untuk bertahan sngt keras di dlmnya. Sngt sngt egois kan? Qyara kuharap dimasa depn kau tak bertemu dgn sosok sepertiku krn itu sngt memuakan.,0,berfikir senyum bahagia berfikir coba tahan keras dlmnya egois qyara harap masa depn temu sosok seperti mua
2776,love,"[USERNAME] Wowon tersenyum ketika melihat kelakuan kekasih 'galaknya' seperti biasa, dia pasti terkena semprotan 'cinta' yang selalu bei berikan padanya setiap hari tanpa pernah absen. ""Sini aku bawain belanjaannya"" wowon mengambil tas belanjaan milik bei",3,username wowon senyum laku kasih galak kena semprot cinta bei absen bawain belanja wowon ambil tas belanja milik bei
2777,anger,"Saya tidak mudah di jatuhkan hanya dengan omongan Manusia lemah yg terus mengeluh :) Jika anda ingin menjatuhkan Saya, Bersaing lah Di saat kau sedang malas malasan ada ratusan bahkan ribuan orang di luar sana yang sedang mencoba menyingkirkan mu",0,mudah jatuh omong manusia lemah keluh jatuh saing malas malas ratus ribu orang coba singkir mu
2778,fear,Gatau tiba tiba gw takut aja kan ya pas nengok tau tau thomasnya ngajak gw ngobrol gimana ya Allah pengsan lah aq. Jadi gw balik aja deh bantalnya begini.,1,takut ya pas tengok thomasnya ajak bicara gimana ya allah pengsan deh bantal
2779,fear,"[USERNAME] Wkwkwk laah aku yg masi menata hati dan menata diri stlh menjombs, & uda nyaman jombs, malah dikenalin ama masnya, ku merasa blm pantas & takut pelarian lg, entah pelarianku yg masi blm moveon dari mantan (cowo idamanku), entah pelaria",1,username wkwkwk laah mas tata hati tata menjombs nyaman jombs dikenalin mas ku takut lari lari mas moveon mantan cowok idam pelaria
2780,happy,"Yap! kalau mau jodoh yang baik, yuk perbaiki diri. ini berlaku terus biarpum sudah menikah, supaya tetap baik seterusnya",2,ya jodoh yuk baik laku biarpum meni
2781,anger,"Oke, lanjut siap bukber sama tmn kampus ke rumah tmn, katanya deket, tp untung w puasa jd sabar, muacet poll dimana. Sampe rumah temen, baru cuma ada w & 1 orang!",0,oke bukber teman kampus rumah teman deket untung puasa sabar muacet poll mana rumah teman orang
2782,sadness,"Seperti katak dalam tempurung, kepercayaan tinggi terhadap hegemoni ilmu sains dan teknologi sebagai solusi pragmatis apolitis dari beragam permasalahan di Indonesia, adalah bentuk dogma atau ideologi Sila google 'scientism' Sila google 'arogansi alumni ITB' Eh",4,katak tempurung percaya hegemoni ilmu sains teknologi solusi pragmatis apolitis agam masalah indonesia bentuk dogma ideologi sila google scientism sila google arogansi alumni itb eh
2783,sadness,"Ada manusia yg berusaha melihat nasib dan masa depannya, mereka mencari orang pinter utk meramal masa depannya, padahal sang peramalpun tidak pernah tahu masa depannya, ibarat orang buta dituntun orang buta demikianlah orang yg mengandalkan nasib dan masa depannya kepada peramal.",4,manusia usaha nasib depan cari orang pintar ramal depan sang amal depan orang buta tuntun orang buta orang andal nasib depan amal
2784,sadness,k-netz emang gitu. klo ngebash suka ga pake mikir deh :(,4,knetz ngebash suka pakai mikir deh
2785,happy,"Sahabat semua, terimakasih atas dukungannya untuk Fariz, putra Winarni. Dalam dua hari sdh terkumpul Rp 90 jt lebih. Fariz sengaja berfoto ganteng sore ini utk menyampaikan terimakasihnya. Ayo terus bersonasi lewat [USERNAME] [URL] [USERNAME] [URL]",2,sahabat terimakasih dukung fariz putra winarni kumpul rp jt fariz sengaja foto ganteng sore terimakasihnya ayo bersonasi username url username url
2786,fear,Aku beberapa hari yang lalu habis isya ketiduran kan ya. Bangun-bangun kok nggak bisa gerak. Ketindihan kalau kata orang. Serem banget deh.,1,habis isya tidur ya bangunbangun gerak tindih orang seram deh
2787,sadness,"[USERNAME] [USERNAME] Berarti Yusufk09 seringnya nonton penyanyi dangdut yg cuma ""jual"" goyangan atau busana seksi dibanding suara bagus",4,username username yusufk nonton nyanyi dangdut jual goyang busana seksi banding suara bagus
2788,anger,[USERNAME] Blm tentu yg bilang gitu kerja nya bener. Mending disebut plenga plengo tapi kerja nyata hasil banyak drpd banyak nyinyir hasil nol besar. Sukses selalu untuk pakde [USERNAME] dan para pendukungnya,0,username bilang kerja nya mending plenga plengo kerja nyata hasil nyinyir hasil nol sukses pakde username dukung
2789,sadness,"Sayang, aku rindu. Rindu akan senyummu, rindu akan mata indahmu, rindu akan semua tentangmu, sayang. Iya sayang, sayangnya kau tak mampu merasakan rindu ini.",4,sayang rindu rindu senyum rindu mata indah rindu tentang sayang iya sayang sayang rasa rindu
2790,sadness,"Tapi agak sedih itu, telinga abis di pukul cenat cenut sampai sekarang dan pusing. Alhamdulillah itu batu ga jadi dilempar, masih pengen sehat sampai besok2 Tuhan",4,sedih telinga abis cenat cenut pusing alhamdulillah batu lempar sehat besok tuhan
2791,fear,Jadi gue ga berani masuk dari gerbang rumah plz itu serem bgt diliatin ayam jago nya gede bgt,1,berani masuk gerbang rumah plz seram diliatin ayam jago nya gede
2792,love,"Kau tak terganti, Kau yang selalu kunanti, Takkan ku lepas lagi. Pegang tanganku Bersama jatuh cinta Kali kedua pada yang sama Sama indahnya.. [URL]",3,ganti nanti tak ku lepas pegang tangan jatuh cinta kali indah url
2793,happy,"Sehat selalu buat kita semua, maju terus pantang mundur. Bersemangat lah kawan mari berjuang untuk Indonesia yang lebih baik, Indonesia yang sehat, Indonesia Kuat, salam Sehat dari Puskesmas SUM , Halmahera Selatan. [USERNAME] terus maju [USERNAME]",2,sehat maju pantang mundur semangat kawan mari juang indonesia indonesia sehat indonesia kuat salam sehat puskesmas sum halmahera selatan username maju username
2794,anger,"Pakdheku pulsa telkomselnya tetiba ilang 50K lalu sms dari bpjs, 4444 sama provider buat internet disalahin... Ke grapari kek tanya... Orang tua susah dibilangin",0,pakdheku pulsa telkomselnya tetiba ilang k sms bpjs provider internet disalahin grapari kek orang tua susah dibilangin
2795,love,"Gw harap lu ga berubah bro, lu tetap seperti yang gw kenal. Bodoamat lu mau malas atau gimana, intinya gw tau siapa lu. Gw belajar banyak sekali sama lu bro, BANYAK SEKALI. Intinya semoga kita menjadi sahabat dunia & akbirat. Nice to see you IT GAGAL [USERNAME]",3,harap ubah bro kenal bodoamat malas gimana inti ajar bro inti moga sahabat dunia akbirat nice to see you it gagal username
2796,sadness,"Pasti km akan berpikir bagaimana cara menggantiku kelak. Tapi kumohon. Sesuaikan lah gaya hidup dengan kondisi. Aku ikhlas membantu. Ini untuk kelanjutan mu kelak. Disaat aku tak punya apa"" untuk membantu",4,pikir ganti kelak mohon sesuai gaya hidup kondisi ikhlas bantu lanjut mu kelak saat bantu
2797,love,"Hatiku selalu untuknya, sahabat saya sendiri, dia orang yang mau maju, smart, gak neko neko, sederhana, mau berteman dan mau belajar sama siapa aja, sayang sama ibunya banget, bertanggung jawab penuh sama amanahnya, gak pernah ngeluh",3,hati untuk sahabat orang maju smart neko neko sederhana teman ajar sayang ibu tanggung penuh amanah keluh
2798,sadness,Bagaimana mungkin perbuatan dan kata-kata kotor menjadikan hatimu bersih. Dan bagaimana mungkin kata-kata kotor keluar dari hati yang jernih? [Allamah Thabathabai],4,buat katakata kotor jadi hati bersih katakata kotor hati jernih allamah thabathabai
2799,sadness,"Saat kita membenci sesuatu dg berlebihan dan menghasut orang lain ikut membenci apa yg kita benci, maka kelar sudah hidup kita. Terputus tali rezeki dan bersiap kematian dg penyakit hati & fisik menggerogoti diri",4,benci hasut orang benci benci selesai hidup putus tali rezeki mati sakit hati fisik gerogot
2800,anger,+ saya tdk setuju jokowi disamain umar bin khatab sebab Umar bin khatab : - tidak lempar hadiah ke umat - bacaan al qur'an nya fasih - tau kapan harus keras dan keras dan tau kapan harus berlemah lembut - mempersatukan bukan memecah belah Jokowi jauh,0,tuju jokowi disamain umar bin khatab umar bin khatab lempar hadiah umat baca al quran nya fasih keras keras lemah lembut satu pecah belah jokowi
2801,sadness,"Pulanglah... Pulang untuk mengisi peluk yang telah sekian lama sepi tanpa penghuni,Pulang untuk hati dan lekuk perasaan yang hilang tak kembali ,pulang demi seteguk penghapus dahaga atas rindu Yang teramat sangat tak tercicipi.",4,pulang pulang isi peluk sekian sepi penghunipulang hati lekuk asa hilang pulang teguk hapus dahaga rindu amat cicip
2802,love,"Begitu mulianya tugas orang tua membesarkan anak. Mengemban amanah dari Tuhan untuk menjaga, mendidik, menyayangi dan memelihara anak. Berilah ia cinta dan kebutuhan lahir dan batinnya.",3,mulia tugas orang tua besar anak emban amanah tuhan jaga didik sayang pelihara anak ilah cinta butuh lahir batin
2803,anger,"apa tdk ada kata lain, yg dipelajari anak2 disekolah ttg Cebong berbeda bagi mrk, anak2 tanya : Jadi Cebong itu orang ya, bukan anak Katak ? [URL]",0,ajar anak seko cebong beda anak cebong orang ya anak katak url
2804,sadness,"Kadang seseorang punya 1001 cara untuk menghibur orang lain, tapi tidak punya 1 carapun untuk menghibur dirinya sendiri.",4,kadang hibur orang cara hibur
2805,happy,Joko Widodo meyakinkan bahwa mereka semua akan menemukan dan melihat sendiri betapa toleransi dan sinergi dapat terjalin di antara masyarakat yang bahkan berbeda keyakinan.#JokowiSekaliLagi,2,joko widodo temu betapa toleransi sinergi jalin masyarakat beda keyakinanjokowisekalilagi
2806,love,"Dunia semakin lama semakin banyak tantangan yg bikin stres.. tp sbenarnya obat termanjur dikala gundah melanda adalah nelfon Bapak Ibu dan bilang ""doain aku yaa"" kemudiam sebaik2 jawaban adalah ktika mereka blg : ...",3,dunia tantang bikin stres sbenarnya obat manjur kala gundah landa nelfon bilang doain yaa kemudiam ktika bilang
2807,sadness,"Non, nanti jerawatnya diolesi pakek obat adek ya biar cepet ilang. Haduh dok gimana bisa hilang, obatnya cuma ketemu doi dok. Hlah kok gitu Namanya juga jerawat rindu :-D",4,non jerawat oles pakai obat adik ya biar cepat ilang haduh dok gimana hilang obat ketemu doi dok hlah nama jerawat rindu d
2808,anger,"Seharusnya yg harus marah itu JKT58 (yg milih), klo ngerasa memang ada kemunduran ya lu olang wajar ngomel. Mungkin JKT42 marah2 juga bisa jadi karena ada rasa sayang. Eh gimana ditinggal disaat masih sayang2nya gitukan(?)",0,marah jakarta pilih mundur ya olang wajar ngomel jakarta marah sayang eh gimana tinggal saat sayang gitukan
2809,happy,"OH MY GOD !!!! !! ! ! ! ! ! ! ! SUDAH SESUAI SAYANG, MALAH LEBIH BAGUS DARI PUNYAKU AAAAAAAAA ANAK KITAAAA :""D /NANGIS BAHAGYA/",2,oh my god sesuai sayang bagus punya aaaaaaaaa anak kitaaaa d nang bahagya
2810,love,"Mencintaimu setulus hati, mengarungi lautan untuk mendapatkan cinta suci. Tak akan pernah menduakanmu walaupun terpisah jarak dan perbedaan.",3,cinta tulus hati arung laut cinta suci dua pisah jarak beda
2811,sadness,daritadi tuh nangis ngeliat foto tae udh ilangin mulletnya.. apa dia tau ya banyak yg gasuka sm mullet dia? kalo kalian sayang bts seharusnya kalian juga bisa menerima apapun yg mereka lakukan dong kl udh kyk gini gbs di seselin lg udh terjadi huhuhu sedih bgt,4,daritadi tuh nang ngeliat foto tae ilangin mulletnya ya suka mullet sayang bts terima apa laku gin gbs lin huhuhu sedih
2812,sadness,"Selagi aku masih baik,silahkan datang dan pergi seenakmu saja,tapi ingat suatu saat aku akan berubah drastis,jadi jangan tanya kenapa aku berubah,tanyakan saja kepada dirimu sendiri:)",4,selagi baiksilahkan pergi enak sajatapi ubah drastisjadi berubahtanyakan diri
2813,love,"Akan ku nantikan di sebuah malam saat saat kau melelapkan tidurmu di sebelahku, akan ku bacakan sebuah puisi cinta sampai kau terlelap bersama cintaku.",3,ku nanti malam lelap tidur belah ku baca puisi cinta lelap cinta
2814,anger,"[USERNAME] [USERNAME] Semua orang berhak bicara agama. Apalagi para koruptor, kalo ketangkep disidang langsung ganti penampilan, berjilbab, pake peci, pake baju koko dll. Maling mendadak religius.",0,username username orang hak bicara agama koruptor ketangkep sidang langsung ganti tampil jilbab pakai peci pakai baju koko maling dadak religius
2815,love,Sampai saat seorang teman lelakimu datang kerumah dan meminta izin pada papa untuk mengambilmu darinya. Papa akan sangat berhati-hati memberikan izin karena papa tau bahwa lelaku itulah yang akan menggantikan posisinya nanti.,3,teman lelaki rumah izin papa ambil dari papa berhatihati izin papa lela ganti posisi
2816,anger,ANJIR YANG DI ASKMF. mau marah tp mau scroll lagi aja takut. kampret. I'm trying to sleep right here dkskdf mulai kebayang kan skrg. babihutan.,0,anjir askmf marah scroll takut kampret im trying to sleep right here dkskdf bayang babihutan
2817,sadness,"Gak jadi include kemang karna yg dp gak jelas php doang,tp besok fix include blokm masih ada 2slot kosong [USERNAME] [USERNAME] [USERNAME] [USERNAME]",4,include kemang dp php doangtp besok fix include blokm slot kosong username username username username
2818,happy,"Setelah semua persiapan mendaki ready, gak lupa kita makan siabg dulu, makan siang kali ini kita di temenin nasi ayam kampung bho'ie Hmmm nasi komplit deh, ada ayam kampung nya ada",2,siap daki ready lupa makan siabg makan siang kali teman nasi ayam kampung bhoie hmmm nasi komplit deh ayam kampung nya
2819,happy,"Kalian kdg ktemu org di socmed yg trnyata temennya si ini gt gak si,eh trnyata si ini mantannya si itu,atau wah trnyata si ini yg bikin konten yutub ini!! Why why the world is so smoll?!",2,kadang ketemu orang socmed temennya si sieh si mantan si ituatau si bikin konten yutub why why the world is so smoll
2820,anger,"Addeh, Mas dan Bpk sekalian, sekali lagi Via Vallen hanyalah KORBAN, yang mesti speak up agar supaya TIDAK TERULANG kembali. Sebagai bentuk spread awareness sekaligus hukuman buat siapapun yg ngeDM dia spy stop. Kamu klo dilecehkan kyk gitu diam aja? gimana pelaku mau berhenti [URL]",0,addeh mas via vallen korban mesti speak up ulang bentuk spread awareness hukum ngedm stop leceh diam gimana laku henti url
2821,happy,"asal lo tau aja, org kurus&kecil itu sebenarnya makannya banyak, tp g gede gt lhoo:') dan sebaliknya org gendut :') mkn dikit tp gendut:') jangan minder jd org kurus&gemuk!! bersyukur aja sm ALLAH",2,orang kuruskecil makan gede lhoo orang gendut makan gendut minder orang kurusgemuk syukur allah
2822,love,"ibarat saya datang baik dengan buku dan pulpen, saya keluar hanya membawa buku itu saja. lantas pulpen itu saya tinggalkan dengan dirinya untuk dijadikan alat tulis baru dirinya dengan yang akan datang untuk bertamu di hari nanti.",3,buku pulpen bawa buku lantas pulpen tinggal jadi alat tulis tamu
2823,love,"[USERNAME] Ga tau, tiba2 jatuh cinta setelah melanglang buana mencari fandom yg tepat setelah vakum selama setahun dari perkpopan dan berakhir di fandom yg bernama EXOL :)",3,username jatuh cinta langlang buana cari fandom vakum tahun perkpopan fandom nama exol
